Bjelovarsko.bilogorska,Brodsko.posavska,Dubrovačko.neretvanska,Grad.Zagreb,Istarska,Karlovačka,Koprivničko.križevačka,Krapinsko.zagorska,Ličko.senjska,Međimurska,Osječko.baranjska,Požeško.slavonska,Primorsko.goranska,Šibensko.kninska,Sisačko.moslavačka,Splitsko.dalmatinska,Varaždinska,Virovitičko.podravska,Vukovarsko.srijemska,Zadarska,Zagrebačka,Hrvatska,Datum,Panonska.Hrvatska,Jadranska.Hrvatska,Sjeverna.Hrvatska,Panonska.Hrvatska.7d,Jadranska.Hrvatska.7d,Sjeverna.Hrvatska.7d,Grad.Zagreb.7d,Hrvatska.7d,Panonska.Hrvatska.14d,Jadranska.Hrvatska.14d,Sjeverna.Hrvatska.14d,Grad.Zagreb.14d,Hrvatska.14d,Panonska.Hrvatska.diff,Jadranska.Hrvatska.diff,Sjeverna.Hrvatska.diff,Grad.Zagreb.diff,Hrvatska.diff,Panonska.Hrvatska.pop,Jadranska.Hrvatska.pop,Sjeverna.Hrvatska.pop,Grad.Zagreb.pop
0,0,0,36,1,0,0,4,0,0,0,0,3,2,1,0,1,0,0,0,0,48,2020-03-21,1,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060209,1373802,814919,809235
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020-03-22,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060209,1373802,814919,809235
1,1,5,56,8,4,0,10,0,1,12,0,7,9,1,10,0,0,0,1,1,127,2020-03-23,19,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060209,1373802,814919,809235
0,0,2,25,3,2,0,5,0,1,6,0,6,0,0,6,0,0,1,3,0,60,2020-03-24,9,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060209,1373802,814919,809235
0,0,1,23,3,0,0,3,0,0,6,0,1,0,2,11,3,0,0,0,0,53,2020-03-25,8,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060209,1373802,814919,809235
1,1,1,43,9,0,0,3,0,0,4,0,0,0,6,10,4,0,1,10,-3,90,2020-03-26,13,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060209,1373802,814919,809235
2,0,5,18,11,0,1,0,0,0,4,0,3,7,0,17,1,0,1,2,0,72,2020-03-27,7,45,2,58,157,35,201,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060209,1373802,814919,809235
0,0,1,18,5,2,1,10,0,0,3,0,0,1,0,0,0,0,4,0,5,50,2020-03-28,9,7,16,66,158,46,183,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060209,1373802,814919,809235
0,1,1,28,3,0,0,5,0,0,4,0,5,0,1,27,2,0,4,7,-5,83,2020-03-29,10,43,2,75,201,48,211,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060209,1373802,814919,809235
0,4,2,30,0,0,1,5,0,0,11,1,3,1,1,8,0,1,2,7,0,77,2020-03-30,20,21,6,76,182,42,185,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060209,1373802,814919,809235
2,3,11,-93,3,0,8,6,1,0,6,2,14,3,-1,37,5,3,0,4,82,96,2020-03-31,15,73,101,82,235,137,67,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060209,1373802,814919,809235
0,0,0,10,2,0,0,0,0,0,5,0,2,2,1,10,1,0,0,9,6,48,2020-04-01,6,25,7,80,244,138,54,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060209,1373802,814919,809235
1,2,12,19,0,1,4,4,0,0,3,0,1,0,4,11,0,0,3,2,1,68,2020-04-02,14,26,9,81,240,143,30,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060209,1373802,814919,809235
0,1,4,14,0,0,0,7,0,2,6,0,2,0,1,4,0,0,2,1,3,47,2020-04-03,10,11,12,84,206,153,26,469,142,363,188,227,920,44.8275862068966,31.2101910828025,337.142857142857,-87.0646766169154,3.9911308203991,1060209,1373802,814919,809235
1,1,3,19,2,0,0,4,0,0,0,0,1,6,0,7,4,0,3,4,1,56,2020-04-04,5,23,9,80,222,146,27,475,146,380,192,210,928,21.2121212121212,40.506329113924,217.391304347826,-85.2459016393443,4.85651214128036,1060209,1373802,814919,809235
0,1,1,15,0,0,0,0,0,1,0,0,1,0,0,16,2,0,3,0,0,40,2020-04-05,4,18,3,74,197,147,14,432,149,398,195,225,967,-1.33333333333333,-1.99004975124378,206.25,-93.3649289099526,-19.2523364485981,1060209,1373802,814919,809235
0,1,0,14,1,1,3,3,0,1,2,0,1,7,1,15,0,0,4,4,2,60,2020-04-06,9,28,9,63,204,150,-2,415,139,386,192,183,900,-17.1052631578947,12.0879120879121,257.142857142857,-101.081081081081,-14.4329896907217,1060209,1373802,814919,809235
1,1,0,10,3,1,1,3,0,0,2,0,1,2,1,9,2,0,1,0,6,44,2020-04-07,7,15,12,55,146,61,101,363,137,381,198,168,884,-32.9268292682927,-37.8723404255319,-55.4744525547445,50.7462686567164,-30.3262955854127,1060209,1373802,814919,809235
1,0,2,12,1,0,1,6,0,0,0,0,1,9,0,41,0,0,2,4,1,81,2020-04-08,3,58,8,52,179,62,103,396,132,423,200,157,912,-35,-26.6393442622951,-55.0724637681159,90.7407407407407,-23.2558139534884,1060209,1373802,814919,809235
0,0,4,11,1,1,2,2,1,1,1,0,3,5,2,45,0,0,1,3,5,88,2020-04-09,5,62,10,43,215,63,95,416,124,455,206,125,910,-46.9135802469136,-10.4166666666667,-55.9440559440559,216.666666666667,-15.7894736842105,1060209,1373802,814919,809235
0,0,2,7,2,2,0,2,0,0,0,0,0,3,3,11,0,0,1,4,2,39,2020-04-10,6,22,4,39,226,55,88,408,123,432,208,114,877,-53.5714285714286,9.70873786407767,-64.0522875816993,238.461538461538,-13.0063965884861,1060209,1373802,814919,809235
0,0,15,8,0,2,1,3,4,0,0,0,2,4,0,21,0,0,1,2,3,66,2020-04-11,3,48,7,37,251,53,77,418,117,473,199,104,893,-53.75,13.0630630630631,-63.6986301369863,185.185185185185,-12,1060209,1373802,814919,809235
0,0,7,5,1,0,1,1,6,0,9,0,2,2,2,13,0,0,1,0,0,50,2020-04-12,12,31,2,45,264,52,67,428,119,461,199,81,860,-39.1891891891892,34.010152284264,-64.6258503401361,378.571428571429,-0.92592592592593,1060209,1373802,814919,809235
0,0,2,5,1,0,0,8,0,1,6,0,0,9,0,14,0,0,1,5,2,54,2020-04-13,7,31,11,43,267,54,58,422,106,471,204,56,837,-31.7460317460317,30.8823529411765,-64,-3000,1.68674698795181,1060209,1373802,814919,809235
1,0,1,3,1,0,3,4,1,0,2,0,1,1,1,15,0,0,0,0,3,37,2020-04-14,4,20,10,40,272,52,51,415,95,418,113,152,778,-27.2727272727273,86.3013698630137,-14.7540983606557,-49.5049504950495,14.3250688705234,1060209,1373802,814919,809235
0,2,0,16,2,0,0,3,0,0,3,0,1,1,0,16,0,0,0,2,4,50,2020-04-15,5,22,7,42,236,51,55,384,94,415,113,158,780,-19.2307692307692,31.8435754189944,-17.741935483871,-46.6019417475728,-3.03030303030303,1060209,1373802,814919,809235
0,1,0,2,1,0,0,0,5,0,5,0,0,1,0,7,0,0,0,1,0,23,2020-04-16,6,15,0,43,189,41,46,319,86,404,104,141,735,0,-12.093023255814,-34.9206349206349,-51.5789473684211,-23.3173076923077,1060209,1373802,814919,809235
0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,1,3,18,2020-04-17,0,5,6,37,172,43,46,298,76,398,98,134,706,-5.12820512820513,-23.8938053097345,-21.8181818181818,-47.7272727272727,-26.9607843137255,1060209,1373802,814919,809235
0,0,9,3,1,0,4,2,1,0,0,0,1,0,2,14,1,0,1,0,0,39,2020-04-18,3,26,7,37,150,43,41,271,74,401,96,118,689,0,-40.2390438247012,-18.8679245283019,-46.7532467532468,-35.1674641148325,1060209,1373802,814919,809235
0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,3,0,0,0,1,0,10,2020-04-19,1,4,4,26,123,45,37,231,71,387,97,104,659,-42.2222222222222,-53.4090909090909,-13.4615384615385,-44.7761194029851,-46.0280373831776,1060209,1373802,814919,809235
0,0,0,4,0,1,1,2,0,0,1,0,2,1,2,9,1,0,0,2,1,27,2020-04-20,4,14,5,23,106,39,36,204,66,373,93,94,626,-46.5116279069767,-60.2996254681648,-27.7777777777778,-37.9310344827586,-51.6587677725119,1060209,1373802,814919,809235
0,1,0,3,0,0,16,1,0,0,2,0,0,0,0,9,3,5,2,0,0,42,2020-04-21,10,9,20,29,95,49,36,209,69,367,101,87,624,-27.5,-65.0735294117647,-5.76923076923077,-29.4117647058823,-49.6385542168675,1060209,1373802,814919,809235
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25,3,0,0,1,0,31,2020-04-22,1,26,4,25,99,46,20,190,67,335,97,75,574,-40.4761904761905,-58.0508474576271,-9.80392156862745,-63.6363636363636,-50.5208333333333,1060209,1373802,814919,809235
0,0,0,2,0,0,11,2,0,0,1,0,0,0,0,2,6,0,0,2,2,28,2020-04-23,1,4,21,20,88,67,20,195,63,277,108,66,514,-53.4883720930233,-53.4391534391534,63.4146341463415,-56.5217391304348,-38.871473354232,1060209,1373802,814919,809235
0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,7,2020-04-24,0,2,2,20,85,63,16,184,57,257,106,62,482,-45.9459459459459,-50.5813953488372,46.5116279069767,-65.2173913043478,-38.255033557047,1060209,1373802,814919,809235
0,0,0,0,0,1,3,1,0,0,0,0,0,2,0,5,1,0,0,1,0,14,2020-04-25,1,8,5,18,67,61,13,159,55,217,104,54,430,-51.3513513513513,-55.3333333333333,41.8604651162791,-68.2926829268293,-41.3284132841328,1060209,1373802,814919,809235
0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0,1,9,2020-04-26,1,4,3,18,67,60,13,158,44,190,105,50,389,-30.7692307692308,-45.5284552845528,33.3333333333333,-64.8648648648649,-31.6017316017316,1060209,1373802,814919,809235
0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8,2020-04-27,1,2,4,15,55,59,10,139,38,161,98,46,343,-34.7826086956522,-48.1132075471698,51.2820512820513,-72.2222222222222,-31.8627450980392,1060209,1373802,814919,809235
0,0,2,0,0,0,1,1,0,0,3,0,0,3,0,3,0,0,1,0,1,15,2020-04-28,4,8,3,9,54,42,7,112,38,149,91,43,321,-68.9655172413793,-43.1578947368421,-14.2857142857143,-80.5555555555556,-46.4114832535885,1060209,1373802,814919,809235
0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,14,2020-04-29,1,11,0,9,39,38,9,95,34,138,84,29,285,-64,-60.6060606060606,-17.3913043478261,-55,-50,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,2020-04-30,0,9,0,8,44,17,7,76,28,132,84,27,271,-60,-50,-74.6268656716418,-65,-61.025641025641,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,2020-05-01,1,2,0,9,44,15,4,72,29,129,78,20,256,-55,-48.2352941176471,-76.1904761904762,-75,-60.8695652173913,1060209,1373802,814919,809235
0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,8,2020-05-02,5,1,0,13,37,10,6,66,31,104,71,19,225,-27.7777777777778,-44.7761194029851,-83.6065573770492,-53.8461538461538,-58.4905660377358,1060209,1373802,814919,809235
0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,5,2020-05-03,3,1,1,15,34,8,5,62,33,101,68,18,220,-16.6666666666667,-49.2537313432836,-86.6666666666667,-61.5384615384615,-60.7594936708861,1060209,1373802,814919,809235
0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,5,1,0,0,0,0,11,2020-05-04,1,5,2,15,37,6,7,65,30,92,65,17,204,0,-32.7272727272727,-89.8305084745763,-30,-53.2374100719424,1060209,1373802,814919,809235
0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2020-05-05,0,4,1,11,33,4,9,57,20,87,46,16,169,22.2222222222222,-38.8888888888889,-90.4761904761905,28.5714285714286,-49.1071428571429,1060209,1373802,814919,809235
0,0,0,-1,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,6,2020-05-06,1,4,2,11,26,6,6,49,20,65,44,15,144,22.2222222222222,-33.3333333333333,-84.2105263157895,-33.3333333333333,-48.4210526315789,1060209,1373802,814919,809235
0,1,3,0,0,0,1,0,0,0,5,0,0,1,0,25,0,0,0,0,0,36,2020-05-07,6,29,1,17,46,7,6,76,25,90,24,13,152,112.5,4.54545454545454,-58.8235294117647,-14.2857142857143,0,1060209,1373802,814919,809235
0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,2020-05-08,5,2,8,21,46,15,6,88,30,90,30,10,160,133.333333333333,4.54545454545454,0,50,22.2222222222222,1060209,1373802,814919,809235
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,11,2020-05-09,1,10,0,17,55,15,4,91,30,92,25,10,157,30.7692307692308,48.6486486486486,50,-33.3333333333333,37.8787878787879,1060209,1373802,814919,809235
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,2020-05-10,2,7,0,16,61,14,4,95,31,95,22,9,157,6.66666666666667,79.4117647058824,75,-20,53.2258064516129,1060209,1373802,814919,809235
0,1,0,0,1,0,4,0,0,0,0,2,0,0,1,0,0,0,0,2,0,11,2020-05-11,4,3,4,19,59,16,1,95,34,96,22,8,160,26.6666666666667,59.4594594594595,166.666666666667,-85.7142857142857,46.1538461538461,1060209,1373802,814919,809235
0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,6,2020-05-12,0,5,0,19,60,15,0,94,30,93,19,9,151,72.7272727272727,81.8181818181818,275,-100,64.9122807017544,1060209,1373802,814919,809235
0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,2020-05-13,5,0,0,23,56,13,4,96,34,82,19,10,145,109.090909090909,115.384615384615,116.666666666667,-33.3333333333333,95.9183673469388,1060209,1373802,814919,809235
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020-05-14,0,0,1,17,27,13,4,61,34,73,20,10,137,0,-41.304347826087,85.7142857142857,-33.3333333333333,-19.7368421052632,1060209,1373802,814919,809235
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020-05-15,1,0,0,13,25,5,5,48,34,71,20,11,136,-38.0952380952381,-45.6521739130435,-66.6666666666667,-16.6666666666667,-45.4545454545455,1060209,1373802,814919,809235
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2020-05-16,0,1,1,12,16,6,5,39,29,71,21,9,130,-29.4117647058823,-70.9090909090909,-60,25,-57.1428571428571,1060209,1373802,814919,809235
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020-05-17,1,0,0,11,9,6,6,32,27,70,20,10,127,-31.25,-85.2459016393443,-57.1428571428571,50,-66.3157894736842,1060209,1373802,814919,809235
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2020-05-18,4,0,0,11,6,2,6,25,30,65,18,7,120,-42.1052631578947,-89.8305084745763,-87.5,500,-73.6842105263158,1060209,1373802,814919,809235
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2020-05-19,1,0,1,12,1,3,5,21,31,61,18,5,115,-36.8421052631579,-98.3333333333333,-80,Inf,-77.6595744680851,1060209,1373802,814919,809235
0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2020-05-20,1,0,2,8,1,5,2,16,31,57,18,6,112,-65.2173913043478,-98.2142857142857,-61.5384615384615,-50,-83.3333333333333,1060209,1373802,814919,809235
0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,2020-05-21,5,1,0,13,2,4,2,21,30,29,17,6,82,-23.5294117647059,-92.5925925925926,-69.2307692307692,-50,-65.5737704918033,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-22,0,0,0,12,2,4,1,19,25,27,9,6,67,-7.69230769230769,-92,-20,-80,-60.4166666666667,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2020-05-23,0,0,1,12,1,4,1,18,24,17,10,6,57,0,-93.75,-33.3333333333333,-80,-53.8461538461538,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-24,0,0,0,11,1,4,0,16,22,10,10,6,48,0,-88.8888888888889,-33.3333333333333,-100,-50,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-25,0,0,0,7,1,4,0,12,18,7,6,6,37,-36.3636363636364,-83.3333333333333,100,-100,-52,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-26,0,0,0,6,1,3,0,10,18,2,6,5,31,-50,0,0,-100,-52.3809523809524,1060209,1373802,814919,809235
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020-05-27,1,0,0,6,1,1,0,8,14,2,6,2,24,-25,0,-80,-100,-50,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-28,0,0,0,1,0,1,0,2,14,2,5,2,23,-92.3076923076923,-100,-75,-100,-90.4761904761905,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-29,0,0,0,1,0,1,0,2,13,2,5,1,21,-91.6666666666667,-100,-75,-100,-89.4736842105263,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-30,0,0,0,1,0,0,0,1,13,1,4,1,19,-91.6666666666667,-100,-100,-100,-94.4444444444444,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-31,0,0,0,1,0,0,0,1,12,1,4,0,17,-90.9090909090909,-100,-100,NA,-93.75,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-01,0,0,0,1,0,0,0,1,8,1,4,0,13,-85.7142857142857,-100,-100,NA,-91.6666666666667,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-02,0,0,0,1,0,0,0,1,7,1,3,0,11,-83.3333333333333,-100,-100,NA,-90,1060209,1373802,814919,809235
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020-06-03,0,0,2,0,0,2,0,2,6,1,3,0,10,-100,-100,100,NA,-75,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-04,0,0,0,0,0,2,0,2,1,0,3,0,4,-100,NA,100,NA,0,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-05,0,0,0,0,0,2,0,2,1,0,3,0,4,-100,NA,100,NA,0,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-06,0,0,0,0,0,2,0,2,1,0,2,0,3,-100,NA,Inf,NA,100,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-07,0,0,0,0,0,2,0,2,1,0,2,0,3,-100,NA,Inf,NA,100,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-08,0,0,0,0,0,2,0,2,1,0,2,0,3,-100,NA,Inf,NA,100,1060209,1373802,814919,809235
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2020-06-09,0,1,0,0,1,2,1,4,1,1,2,1,5,-100,Inf,Inf,Inf,300,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-10,0,0,0,0,1,0,1,2,0,1,2,1,4,NA,Inf,-100,Inf,0,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-11,0,0,0,0,1,0,1,2,0,1,2,1,4,NA,Inf,-100,Inf,0,1060209,1373802,814919,809235
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2020-06-12,1,0,0,1,1,0,2,4,1,1,2,2,6,Inf,Inf,-100,Inf,100,1060209,1373802,814919,809235
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020-06-13,0,0,0,1,1,0,3,5,1,1,2,3,7,Inf,Inf,-100,Inf,150,1060209,1373802,814919,809235
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020-06-14,0,0,0,1,1,0,5,7,1,1,2,5,9,Inf,Inf,-100,Inf,250,1060209,1373802,814919,809235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2020-06-15,0,0,1,1,1,1,5,8,1,1,3,5,10,Inf,Inf,-50,Inf,300,1060209,1373802,814919,809235
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2020-06-16,0,1,0,1,1,1,6,9,1,2,3,7,13,Inf,0,-50,500,125,1060209,1373802,814919,809235
0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,11,2020-06-17,1,5,3,2,6,4,8,20,2,7,4,9,22,Inf,500,Inf,700,900,1060209,1373802,814919,809235
0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,11,2020-06-18,0,6,1,2,12,5,12,31,2,13,5,13,33,Inf,1100,Inf,1100,1450,1060209,1373802,814919,809235
0,1,-1,7,0,0,0,0,0,0,2,0,1,1,0,7,0,0,0,0,1,19,2020-06-19,3,8,1,4,20,6,18,48,5,21,6,20,52,300,1900,Inf,800,1100,1060209,1373802,814919,809235
0,0,1,10,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,18,2020-06-20,5,2,1,9,22,7,27,65,10,23,7,30,70,800,2100,Inf,800,1200,1060209,1373802,814919,809235
1,0,1,9,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,2,0,19,2020-06-21,4,4,2,13,26,9,34,82,14,27,9,39,89,1200,2500,Inf,580,1071.42857142857,1060209,1373802,814919,809235
0,1,2,12,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,30,2020-06-22,13,3,2,26,29,10,46,111,27,30,11,51,119,2500,2800,900,820,1287.5,1060209,1373802,814919,809235
0,0,0,11,2,0,0,1,0,0,4,0,1,0,0,0,0,0,1,1,1,22,2020-06-23,5,4,2,31,32,12,55,130,32,33,13,61,139,3000,3100,1100,816.666666666667,1344.44444444444,1060209,1373802,814919,809235
0,1,0,25,2,0,0,0,0,0,40,0,9,1,2,1,1,1,0,5,7,95,2020-06-24,44,18,8,74,45,17,78,214,76,51,21,86,234,3600,650,325,875,970,1060209,1373802,814919,809235
0,1,0,23,0,0,2,0,0,0,12,0,5,0,0,5,1,0,0,2,5,56,2020-06-25,13,12,8,87,51,24,97,259,89,63,29,109,290,4250,325,380,708.333333333333,735.483870967742,1060209,1373802,814919,809235
0,0,0,42,0,0,0,0,0,1,20,0,2,0,4,7,0,1,3,1,4,85,2020-06-26,28,10,5,112,53,28,132,325,116,73,34,150,373,2700,165,366.666666666667,633.333333333333,577.083333333333,1060209,1373802,814919,809235
0,1,1,24,0,1,1,0,0,0,32,0,0,0,1,3,1,0,1,0,1,67,2020-06-27,36,4,3,143,55,30,146,374,152,77,37,173,439,1488.88888888889,150,328.571428571429,440.740740740741,475.384615384615,1060209,1373802,814919,809235
0,0,0,17,2,4,0,0,0,0,7,0,0,0,1,0,0,0,2,1,0,34,2020-06-28,14,3,0,153,54,28,154,389,166,80,37,188,471,1076.92307692308,107.692307692308,211.111111111111,352.941176470588,374.390243902439,1060209,1373802,814919,809235
0,4,2,21,0,2,0,1,0,0,7,2,1,1,0,4,0,0,4,1,2,52,2020-06-29,19,9,3,159,60,29,163,411,185,89,39,209,522,511.538461538461,106.896551724138,190,254.347826086957,270.27027027027,1060209,1373802,814919,809235
1,0,1,13,0,3,0,0,0,1,16,8,0,0,0,0,0,0,3,0,8,54,2020-06-30,31,1,9,185,57,36,165,443,216,89,48,220,573,496.774193548387,78.125,200,200,240.769230769231,1060209,1373802,814919,809235
0,3,1,21,0,3,0,0,0,1,26,9,0,1,0,5,0,0,5,4,2,81,2020-07-01,46,11,3,187,50,31,161,429,261,95,48,239,643,152.702702702703,11.1111111111111,82.3529411764706,106.410256410256,100.467289719626,1060209,1373802,814919,809235
2,5,2,35,1,0,0,0,1,0,12,22,1,1,1,0,1,0,3,4,5,96,2020-07-02,45,10,6,219,48,29,173,469,306,99,53,270,728,151.724137931034,-5.88235294117647,20.8333333333333,78.3505154639175,81.0810810810811,1060209,1373802,814919,809235
0,8,1,24,0,6,0,1,1,0,15,13,2,0,1,1,1,0,6,2,4,86,2020-07-03,49,7,6,240,45,30,155,470,352,98,58,287,795,114.285714285714,-15.0943396226415,7.14285714285714,17.4242424242424,44.6153846153846,1060209,1373802,814919,809235
0,3,1,12,1,0,0,0,1,0,7,10,2,2,4,2,0,1,7,1,3,57,2020-07-04,32,10,3,236,51,30,143,460,379,106,60,289,834,65.034965034965,-7.27272727272728,0,-2.05479452054794,22.9946524064171,1060209,1373802,814919,809235
0,6,11,11,0,0,0,0,1,0,16,0,1,6,4,3,1,0,7,1,1,69,2020-07-05,33,23,2,255,71,32,137,495,408,125,60,291,884,66.6666666666667,31.4814814814815,14.2857142857143,-11.038961038961,27.2493573264782,1060209,1373802,814919,809235
0,5,1,10,0,1,0,1,0,0,5,0,7,1,3,13,0,0,3,1,1,52,2020-07-06,17,23,2,253,85,31,126,495,412,145,60,289,906,59.1194968553459,41.6666666666667,6.89655172413792,-22.6993865030675,20.4379562043796,1060209,1373802,814919,809235
0,7,2,11,1,1,0,1,1,0,4,1,0,3,9,6,1,0,2,2,1,53,2020-07-07,24,15,3,246,99,25,124,494,431,156,61,289,937,32.972972972973,73.6842105263158,-30.5555555555556,-24.8484848484849,11.5124153498871,1060209,1373802,814919,809235
0,12,6,25,1,5,0,0,0,0,8,3,1,7,2,7,1,1,2,7,3,91,2020-07-08,33,29,4,233,117,26,128,504,420,167,57,289,933,24.5989304812834,134,-16.1290322580645,-20.4968944099379,17.4825174825175,1060209,1373802,814919,809235
0,5,2,39,0,2,0,0,1,0,15,0,0,2,6,18,2,0,4,16,4,116,2020-07-09,32,39,6,220,146,26,132,524,439,194,55,305,993,0.456621004566204,204.166666666667,-10.3448275862069,-23.6994219653179,11.727078891258,1060209,1373802,814919,809235
