Bjelovarsko.bilogorska,Brodsko.posavska,Dubrovačko.neretvanska,Grad.Zagreb,Istarska,Karlovačka,Koprivničko.križevačka,Krapinsko.zagorska,Ličko.senjska,Međimurska,Osječko.baranjska,Požeško.slavonska,Primorsko.goranska,Šibensko.kninska,Sisačko.moslavačka,Splitsko.dalmatinska,Varaždinska,Virovitičko.podravska,Vukovarsko.srijemska,Zadarska,Zagrebačka,Hrvatska,Datum
12,12,11,128,10,14,9,7,5,8,19,0,7,29,4,136,10,3,8,27,27,486,2021-08-18
14,17,12,116,8,11,8,8,6,3,17,4,13,5,6,131,4,4,13,27,41,468,2021-08-19
23,11,13,103,7,20,8,11,4,3,30,4,15,17,10,147,10,6,17,21,25,505,2021-08-20
14,21,7,76,4,13,5,4,4,8,26,3,17,3,4,101,8,9,5,18,23,373,2021-08-21
1,7,2,30,1,0,0,0,0,0,1,0,3,1,0,15,1,7,0,1,3,73,2021-08-22
6,13,13,109,4,3,6,7,4,5,24,0,19,16,12,154,7,1,5,27,35,470,2021-08-23
30,12,12,140,1,26,16,6,4,11,35,1,18,14,13,190,17,5,12,42,72,677,2021-08-24
18,22,19,111,16,32,8,10,4,14,33,1,19,22,18,184,9,14,20,33,31,638,2021-08-25
32,24,14,98,8,33,7,3,6,1,32,6,18,8,9,170,14,16,18,28,51,596,2021-08-26
18,19,14,122,7,26,4,10,5,7,47,7,14,13,5,159,8,16,19,29,46,595,2021-08-27
9,17,5,89,2,13,3,10,3,5,32,1,5,2,5,121,11,4,9,14,17,377,2021-08-28
1,3,12,35,3,1,0,0,1,1,4,0,1,1,4,20,6,9,1,25,11,139,2021-08-29
6,26,33,147,7,6,4,11,5,10,35,6,23,31,3,197,9,1,11,43,54,668,2021-08-30
27,24,19,166,14,15,17,17,11,7,62,8,26,2,14,221,16,4,29,43,63,805,2021-08-31
21,23,36,185,10,32,17,8,10,9,39,4,31,18,16,180,18,26,12,43,60,798,2021-09-01
23,30,13,182,7,27,10,18,9,7,30,13,44,21,14,178,33,16,29,37,75,816,2021-09-02
13,38,33,172,9,42,7,7,14,5,34,6,82,25,17,184,20,13,21,47,93,882,2021-09-03
18,18,19,107,5,9,6,14,12,2,33,9,62,3,4,131,23,3,5,29,27,539,2021-09-04
4,12,5,52,10,5,1,2,1,0,5,0,5,1,2,16,8,40,0,3,12,184,2021-09-05
12,28,24,176,5,21,6,22,4,5,31,9,56,11,13,152,19,8,11,28,63,704,2021-09-06
49,53,46,223,18,54,34,21,17,15,84,19,60,20,23,209,42,34,28,52,136,1237,2021-09-07
17,47,56,186,20,19,22,28,3,11,43,7,45,21,15,172,27,32,17,52,101,941,2021-09-08
21,35,51,228,18,28,33,36,13,12,42,20,63,13,13,173,30,23,20,55,115,1042,2021-09-09
25,31,62,226,16,50,35,18,14,15,49,16,73,25,27,206,65,16,20,61,112,1162,2021-09-10
31,28,39,169,18,13,18,15,6,5,39,12,37,9,4,216,23,20,22,31,52,807,2021-09-11
3,7,2,74,6,0,0,2,0,0,7,0,8,0,2,13,10,23,0,1,9,167,2021-09-12
7,23,78,244,8,19,20,19,6,19,30,12,55,26,14,213,26,1,18,45,91,974,2021-09-13
54,36,75,392,33,37,78,50,17,29,101,26,111,59,30,310,76,28,44,63,186,1835,2021-09-14
17,46,63,329,37,27,52,24,13,19,55,19,71,36,27,239,48,1,30,77,139,1369,2021-09-15
27,50,55,316,27,39,43,26,17,21,77,25,66,29,19,227,58,45,32,57,138,1394,2021-09-16
27,41,48,321,31,75,33,28,17,12,84,20,89,52,29,230,68,25,30,58,137,1455,2021-09-17
27,46,24,217,26,15,11,26,11,9,57,17,46,6,7,178,22,14,26,28,62,875,2021-09-18
4,15,3,149,2,1,2,3,0,1,7,0,3,0,3,16,13,18,0,3,21,264,2021-09-19
12,27,53,272,10,29,44,23,7,15,52,37,72,26,27,131,54,3,21,31,91,1037,2021-09-20
53,57,53,437,27,46,58,43,14,29,89,31,85,42,33,319,46,10,56,65,219,1812,2021-09-21
23,52,32,383,27,36,62,29,15,18,68,24,60,31,40,169,42,49,39,43,131,1373,2021-09-22
46,35,43,391,19,50,39,24,29,28,50,34,69,18,27,158,44,15,28,16,128,1291,2021-09-23
30,42,33,364,15,54,53,30,0,20,65,38,59,42,35,161,32,30,35,31,124,1293,2021-09-24
5,20,29,250,18,15,23,20,3,16,63,39,41,8,6,113,27,6,34,29,72,837,2021-09-25
18,8,1,110,4,4,3,1,1,2,7,0,3,0,3,1,18,19,1,0,13,217,2021-09-26
15,37,38,299,4,31,23,27,8,20,49,34,74,27,35,126,17,14,17,48,118,1061,2021-09-27
84,46,61,597,26,48,44,29,14,50,113,33,100,53,44,258,52,5,62,60,132,1911,2021-09-28
46,63,43,465,37,32,81,72,15,28,75,35,71,2,49,178,59,57,50,53,199,1710,2021-09-29
68,64,27,386,14,53,14,26,8,28,67,56,94,70,41,177,43,36,59,5,181,1517,2021-09-30
50,49,42,309,21,32,61,24,31,25,104,40,77,32,48,189,46,36,48,43,141,1448,2021-10-01
39,48,24,247,32,12,11,13,8,17,83,43,58,11,7,119,29,6,37,21,79,944,2021-10-02
8,18,5,87,3,0,2,5,1,2,7,1,5,0,5,9,18,31,2,3,7,219,2021-10-03
17,55,52,240,3,44,30,24,17,23,60,26,66,27,26,143,30,12,32,41,106,1074,2021-10-04
84,55,64,507,33,57,55,53,27,48,112,46,109,24,46,259,41,44,72,34,155,1925,2021-10-05
37,65,36,388,18,81,83,26,29,26,99,33,102,52,57,190,84,22,56,54,210,1748,2021-10-06
64,49,46,430,25,62,21,46,24,33,82,49,97,7,45,181,57,44,74,45,210,1691,2021-10-07
56,56,43,353,23,83,80,31,21,26,98,41,83,33,35,179,50,47,54,41,161,1594,2021-10-08
55,30,26,237,16,38,14,22,19,17,50,36,30,7,7,122,36,21,38,21,66,908,2021-10-09
2,6,0,62,3,0,0,2,1,1,6,1,5,0,3,9,22,30,0,3,14,170,2021-10-10
13,41,44,217,3,51,17,22,18,11,65,45,87,24,20,103,22,18,56,37,93,1007,2021-10-11
93,79,59,516,29,78,42,65,19,38,103,33,138,33,80,206,84,27,64,89,147,2022,2021-10-12
73,38,55,409,26,99,90,32,20,15,92,22,145,51,49,160,116,48,77,43,191,1851,2021-10-13
85,61,58,377,26,73,21,47,33,40,95,28,148,42,65,167,59,51,62,52,168,1758,2021-10-14
68,61,62,423,27,113,54,42,21,25,95,38,194,51,63,177,80,21,77,73,182,1947,2021-10-15
62,49,39,314,31,38,17,32,11,33,96,21,112,12,15,126,52,30,70,45,96,1301,2021-10-16
10,13,4,132,7,2,1,1,0,0,12,1,9,0,13,10,24,63,1,2,14,319,2021-10-17
41,44,74,365,8,59,46,51,18,29,86,38,207,60,51,203,70,18,67,70,136,1741,2021-10-18
142,83,144,781,49,94,83,63,34,79,147,40,316,119,21,344,121,8,109,134,251,3162,2021-10-19
63,74,95,696,53,129,79,62,48,80,127,37,241,106,162,325,146,68,113,116,233,3053,2021-10-20
104,82,105,730,67,143,51,72,51,79,186,48,307,77,110,323,104,82,100,167,270,3258,2021-10-21
78,101,96,838,55,174,94,71,60,87,177,52,409,87,28,418,116,123,103,159,259,3585,2021-10-22
18,10,86,619,63,54,20,78,20,82,101,37,186,18,114,276,113,9,78,122,189,2293,2021-10-23
62,56,8,267,7,3,2,7,1,3,29,2,22,4,12,20,51,66,6,8,44,680,2021-10-24
18,90,169,918,13,77,53,84,59,65,227,43,354,124,87,409,94,27,101,144,204,3360,2021-10-25
69,126,121,1168,99,107,106,131,78,184,254,86,401,189,76,478,130,16,151,197,404,4571,2021-10-26
136,54,144,913,166,198,171,108,62,107,222,49,365,150,126,406,192,46,138,157,244,4154,2021-10-27
81,112,166,1031,85,167,68,112,45,109,256,72,339,128,162,402,169,200,139,194,355,4392,2021-10-28
165,48,164,936,118,260,134,120,63,106,247,50,374,170,119,498,183,54,134,192,412,4547,2021-10-29
191,123,143,760,80,131,58,111,31,105,179,38,380,40,42,337,118,43,107,128,174,3319,2021-10-30
8,52,11,540,11,17,3,43,4,57,34,0,25,9,72,35,50,61,6,5,83,1126,2021-10-31
5,13,35,146,12,19,1,4,6,4,83,6,23,19,5,259,44,12,56,9,24,785,2021-11-01
100,59,258,1373,112,121,67,187,42,82,231,48,369,117,123,451,138,43,133,222,297,4573,2021-11-02
92,66,267,1475,188,55,333,74,60,343,258,109,676,274,190,755,248,35,167,235,410,6310,2021-11-03
167,259,262,1599,162,246,130,412,140,198,370,117,538,233,156,587,314,141,163,202,536,6932,2021-11-04
123,160,220,1619,175,462,171,220,78,273,333,95,553,190,342,621,277,175,186,245,576,7094,2021-11-05
85,141,209,1004,134,96,70,161,52,205,246,71,387,19,33,436,195,5,109,140,361,4159,2021-11-06
22,50,5,557,70,13,1,34,1,9,76,2,18,4,56,40,53,124,2,8,97,1242,2021-11-07
69,63,281,1110,142,180,121,118,47,173,285,82,411,217,177,541,209,17,143,183,397,4966,2021-11-08
161,134,209,1432,149,151,295,357,91,499,338,133,623,211,278,740,428,165,160,249,512,7315,2021-11-09
73,293,230,1564,210,199,236,317,61,322,380,79,504,208,316,668,307,31,190,224,575,6987,2021-11-10
252,140,169,1582,159,228,186,187,98,252,360,77,417,156,131,566,339,234,160,223,533,6449,2021-11-11
122,143,129,1466,144,204,200,212,77,229,340,71,502,212,186,696,297,85,136,232,632,6315,2021-11-12
30,155,97,984,131,54,84,166,29,228,239,51,369,6,160,383,255,93,119,132,386,4151,2021-11-13
86,33,18,523,17,8,9,18,18,3,35,3,29,2,12,40,56,107,3,11,104,1135,2021-11-14
91,63,88,1142,172,179,88,186,15,111,257,44,314,182,57,510,176,28,123,166,451,4443,2021-11-15
133,209,167,1365,177,187,252,284,87,456,346,101,591,204,206,616,275,39,176,225,574,6670,2021-11-16
133,209,128,1629,213,165,329,191,60,229,373,87,503,162,384,592,340,264,144,250,885,7270,2021-11-17
14,83,58,644,91,6,4,21,14,6,239,4,16,36,11,351,248,61,72,104,151,2234,2021-11-18
115,78,115,1327,221,190,234,108,58,249,284,81,572,170,174,395,246,192,153,163,489,5614,2021-11-19
65,145,93,1053,110,65,61,302,32,288,234,45,335,42,84,421,199,32,102,122,432,4262,2021-11-20
18,126,14,565,13,42,5,47,22,12,55,2,22,7,83,23,45,55,4,8,159,1327,2021-11-21
74,95,109,1308,232,166,167,167,17,112,244,64,342,139,210,493,172,50,118,143,504,4926,2021-11-22
82,118,116,1447,172,131,294,82,35,342,292,100,532,212,228,557,399,196,118,211,472,6136,2021-11-23
44,200,63,1472,262,178,196,312,75,176,353,60,474,177,188,597,331,54,130,190,714,6246,2021-11-24
192,132,98,1371,207,157,235,174,10,146,350,64,295,69,158,467,380,153,144,139,519,5460,2021-11-25
129,131,67,1300,196,172,239,157,65,136,323,66,360,160,169,491,416,36,141,150,598,5502,2021-11-26
108,123,66,934,98,52,35,121,29,131,226,49,286,14,75,268,83,33,71,82,455,3339,2021-11-27
12,45,5,532,16,14,3,5,2,0,31,2,15,3,14,28,68,111,5,6,114,1031,2021-11-28
64,37,86,1028,138,119,116,159,22,67,174,39,339,120,113,443,146,40,115,112,381,3858,2021-11-29
145,78,107,1324,166,177,188,146,14,306,315,86,494,175,212,530,216,116,137,224,553,5709,2021-11-30
20,219,74,1376,240,132,163,126,48,125,317,34,310,132,203,510,382,73,130,140,587,5341,2021-12-01
221,105,62,1158,185,146,136,109,36,156,206,79,314,82,115,306,262,69,134,108,532,4521,2021-12-02
93,132,74,1099,174,121,166,105,37,116,299,31,304,126,128,395,255,60,110,143,497,4465,2021-12-03
57,91,55,788,73,55,44,90,9,123,169,29,242,14,41,237,120,6,58,96,399,2796,2021-12-04
3,30,4,376,13,1,8,10,32,5,22,3,13,5,19,18,31,52,2,8,73,728,2021-12-05
13,60,77,819,168,111,101,114,29,49,215,34,224,131,121,360,137,13,52,110,324,3262,2021-12-06
176,115,75,991,179,166,179,109,20,196,238,79,407,192,176,473,169,52,135,206,418,4751,2021-12-07
81,102,62,1180,231,117,139,83,54,96,248,28,277,149,139,382,288,35,140,145,452,4428,2021-12-08
121,71,68,935,207,90,122,84,44,73,234,41,271,98,77,334,236,45,77,127,442,3797,2021-12-09
59,72,73,937,151,88,99,98,39,78,135,25,301,149,158,462,170,130,84,151,401,3860,2021-12-10
42,65,76,604,74,44,36,74,15,65,243,18,219,14,32,242,84,8,59,87,238,2339,2021-12-11
1,26,4,229,9,3,3,8,2,1,21,0,11,2,5,14,37,24,3,12,38,453,2021-12-12
33,33,78,759,160,82,72,92,17,52,192,23,235,124,119,448,103,23,39,130,257,3071,2021-12-13
115,62,75,1055,190,146,168,108,52,152,298,42,415,203,181,472,174,9,127,241,386,4671,2021-12-14
9,88,91,801,151,77,112,76,11,85,134,33,263,181,139,531,262,47,83,174,417,3765,2021-12-15
108,108,132,825,139,77,97,82,66,64,305,42,263,146,122,383,174,69,84,147,345,3778,2021-12-16
41,78,82,782,135,81,107,82,27,59,182,35,301,176,119,424,171,18,62,187,338,3487,2021-12-17
36,27,105,493,111,32,31,68,14,57,132,19,129,23,31,229,57,23,41,95,183,1936,2021-12-18
4,32,4,141,11,2,5,6,0,0,25,0,10,3,5,17,42,21,2,4,33,367,2021-12-19
1,30,123,615,194,66,54,70,3,35,128,25,261,151,94,461,65,10,38,128,251,2803,2021-12-20
68,95,159,846,177,118,131,94,40,109,228,65,315,277,138,596,125,39,102,231,273,4226,2021-12-21
38,68,135,839,198,63,122,66,12,48,195,18,294,254,107,530,187,42,77,228,310,3831,2021-12-22
41,71,168,686,143,55,67,58,42,43,177,20,252,140,65,515,97,35,74,219,273,3241,2021-12-23
36,56,144,732,165,45,64,72,25,36,159,26,344,182,98,499,106,30,68,167,217,3271,2021-12-24
1,11,6,26,29,0,0,3,0,1,19,1,12,1,1,17,13,3,1,2,4,151,2021-12-25
5,12,22,264,16,2,1,6,0,27,15,0,20,10,8,20,13,8,1,68,42,560,2021-12-26
15,71,379,766,191,66,43,97,32,36,150,20,407,184,78,965,86,3,48,246,256,4139,2021-12-27
87,61,421,1100,222,125,154,96,28,102,250,38,531,356,142,1160,119,30,104,314,328,5768,2021-12-28
30,151,383,1084,238,90,108,104,35,59,230,35,440,307,179,1488,219,41,72,324,341,5958,2021-12-29
44,97,454,969,176,58,82,73,39,63,195,38,489,234,106,1482,126,52,96,378,316,5567,2021-12-30
44,107,469,1100,184,43,89,83,13,37,179,45,557,269,125,1156,77,28,103,314,271,5293,2021-12-31
2,73,19,74,68,0,1,2,17,2,48,5,12,4,6,54,3,7,1,3,12,413,2022-01-01
7,19,47,411,16,3,0,14,0,25,17,1,31,16,17,226,38,23,4,139,49,1103,2022-01-02
37,135,520,1264,205,108,64,101,40,18,223,50,471,241,184,1302,75,12,128,400,267,5845,2022-01-03
156,189,567,1828,187,162,165,180,44,116,291,62,920,303,230,1832,133,10,247,544,421,8587,2022-01-04
8,244,525,2141,252,72,141,68,105,65,373,58,1029,402,53,1809,234,76,234,555,614,9058,2022-01-05
107,174,173,569,128,4,9,191,5,6,158,10,369,16,199,1288,109,19,63,230,84,3911,2022-01-06
136,144,594,1936,304,169,113,233,102,98,335,83,839,265,155,1930,109,30,242,521,479,8817,2022-01-07
95,307,407,1819,212,76,83,186,52,108,248,71,694,134,242,1481,148,70,188,339,373,7333,2022-01-08
18,228,25,709,72,8,5,10,1,5,81,4,39,1,31,80,69,59,10,15,108,1578,2022-01-09
13,126,443,2032,256,118,87,223,68,65,343,68,727,332,241,1629,93,28,206,437,421,7956,2022-01-10
207,278,554,2429,244,219,212,196,66,234,378,103,979,274,312,1519,181,118,269,487,635,9894,2022-01-11
97,322,388,2279,262,133,131,391,68,135,472,72,753,282,229,1428,240,33,273,404,765,9157,2022-01-12
179,228,367,2030,160,199,137,221,66,178,404,81,615,294,228,1455,239,152,279,390,653,8555,2022-01-13
137,195,303,2214,200,173,147,169,83,193,489,8,777,236,318,1579,316,30,271,444,676,8958,2022-01-14
86,218,268,1478,89,70,63,223,6,172,390,80,367,37,73,1012,148,50,238,260,404,5732,2022-01-15
9,127,23,720,37,11,3,18,14,6,81,1,55,16,13,52,52,38,8,12,101,1397,2022-01-16
21,167,442,1826,177,144,108,187,49,166,278,98,825,220,206,1244,192,46,212,371,569,7548,2022-01-17
252,251,569,2206,237,140,206,392,42,411,576,128,1048,344,229,1531,316,45,301,484,719,10427,2022-01-18
186,259,382,2489,341,130,202,288,103,384,657,113,1016,337,610,1595,389,179,229,490,964,11343,2022-01-19
213,263,440,2751,395,204,223,369,55,384,498,138,952,288,320,1434,556,79,231,433,888,11114,2022-01-20
142,272,365,2561,323,190,209,243,77,392,504,150,1097,252,319,1412,507,91,242,514,839,10701,2022-01-21
117,148,229,1685,199,67,60,180,55,388,317,133,608,52,167,1135,450,63,197,227,618,7095,2022-01-22
3,152,14,888,97,6,2,16,0,5,121,35,37,8,25,60,138,66,6,11,141,1831,2022-01-23
109,147,396,2009,314,129,122,161,77,314,390,67,778,222,337,1332,369,45,214,359,580,8471,2022-01-24
231,306,449,2331,319,183,205,351,77,560,421,161,1756,277,452,1644,539,145,199,474,732,11812,2022-01-25
164,266,330,2197,283,187,256,209,89,547,497,134,1060,269,346,1577,581,109,242,444,713,10500,2022-01-26
221,224,419,2032,331,172,213,187,87,548,358,130,854,302,263,1367,680,141,249,473,673,9924,2022-01-27
154,209,364,2208,249,186,214,200,100,490,460,139,936,306,216,1407,635,114,235,398,684,9904,2022-01-28
117,82,239,1356,124,61,79,174,42,396,271,113,644,27,197,941,537,24,173,210,413,6220,2022-01-29
11,132,14,727,99,1,5,9,3,8,68,4,68,6,24,37,68,63,13,9,76,1445,2022-01-30
112,102,473,1669,162,142,127,154,60,252,283,90,872,251,306,1006,353,56,189,343,383,7385,2022-01-31
226,175,574,1881,180,165,235,255,53,508,316,108,1288,291,344,1400,614,129,198,440,623,10003,2022-02-01
123,248,342,1930,171,178,185,156,74,461,390,95,746,288,342,1349,567,84,216,320,550,8815,2022-02-02
205,140,374,1859,161,193,136,148,47,418,263,126,725,160,229,1014,650,150,189,383,524,8094,2022-02-03
114,139,284,1791,216,187,62,145,67,297,372,122,743,203,225,986,489,74,163,351,506,7536,2022-02-04
124,101,224,1246,88,74,53,104,32,295,199,75,430,32,81,616,372,39,74,208,313,4780,2022-02-05
31,20,12,750,36,1,4,11,0,5,32,6,39,7,59,37,70,9,11,8,122,1270,2022-02-06
96,75,302,1403,128,149,79,74,34,140,257,58,641,191,241,585,226,64,97,332,373,5545,2022-02-07
208,174,371,1599,187,181,165,145,46,407,330,90,737,283,314,1181,400,110,179,351,410,7868,2022-02-08
107,123,206,1522,179,151,112,98,45,301,318,70,592,178,244,711,436,20,126,358,444,6341,2022-02-09
52,110,271,1277,142,206,89,80,29,245,258,41,384,110,167,603,255,65,75,287,423,5169,2022-02-10
198,82,247,1126,145,138,69,72,21,209,270,57,637,138,203,602,200,69,93,220,416,5212,2022-02-11
74,64,139,736,40,46,41,78,9,163,131,44,211,20,68,342,95,40,44,116,229,2730,2022-02-12
6,10,7,195,13,1,6,3,3,3,27,1,33,3,6,28,47,23,7,1,29,452,2022-02-13
28,27,247,785,75,91,38,54,46,86,185,29,477,126,172,354,96,17,49,141,287,3410,2022-02-14
214,118,244,1067,121,173,102,94,30,371,284,43,628,221,255,784,212,94,124,302,314,5795,2022-02-15
79,80,187,926,85,104,66,62,45,184,248,67,366,152,152,613,310,18,52,232,433,4461,2022-02-16
55,85,169,864,71,107,49,58,28,159,194,32,360,96,138,467,129,57,50,160,271,3599,2022-02-17
144,65,195,773,64,94,65,32,40,119,169,37,360,130,79,489,167,14,46,191,252,3525,2022-02-18
43,90,102,506,31,24,27,34,18,120,109,23,204,15,97,273,85,22,30,111,91,2055,2022-02-19
15,7,11,124,5,0,0,6,1,1,13,0,25,2,6,14,27,28,3,2,22,312,2022-02-20
13,16,117,375,66,55,24,34,19,39,97,18,294,71,52,210,48,10,38,91,123,1810,2022-02-21
147,87,129,785,84,120,60,58,15,196,178,38,305,120,189,471,194,23,54,237,284,3774,2022-02-22
36,49,101,600,100,58,35,30,30,88,131,25,279,73,98,359,63,34,47,132,191,2559,2022-02-23
63,39,97,504,56,52,21,17,10,99,87,23,231,52,77,240,76,16,30,91,149,2030,2022-02-24
22,50,73,456,46,35,33,14,26,69,114,18,228,44,20,252,52,5,25,141,148,1871,2022-02-25
33,10,35,257,27,20,10,17,5,43,71,8,89,12,22,172,43,2,10,78,64,1028,2022-02-26
2,6,2,106,4,1,1,6,0,0,11,1,7,2,4,1,14,15,1,1,13,198,2022-02-27
11,9,78,210,47,32,12,14,10,39,38,5,195,44,70,127,23,9,24,57,95,1149,2022-02-28
17,53,101,521,74,82,45,33,18,108,150,14,262,80,86,344,93,13,31,150,235,2510,2022-03-01
88,21,30,396,32,30,16,22,17,51,105,15,163,48,61,233,52,20,21,104,100,1625,2022-03-02
32,15,70,319,37,50,20,18,7,36,50,9,145,37,63,196,38,3,27,74,105,1351,2022-03-03
23,50,69,305,46,55,11,25,15,56,65,9,199,38,63,206,55,22,13,85,114,1524,2022-03-04
12,16,43,212,9,17,11,14,17,42,54,9,87,5,19,144,41,4,24,49,46,875,2022-03-05
1,3,6,81,1,1,0,2,1,0,11,2,10,3,3,5,2,8,1,3,13,157,2022-03-06
8,21,58,175,21,34,9,13,23,12,38,8,226,42,51,116,18,6,10,44,83,1016,2022-03-07
31,72,95,549,40,77,32,19,20,93,122,13,282,73,121,407,94,18,32,177,221,2588,2022-03-08
55,29,49,454,29,30,12,16,26,35,70,6,248,47,86,245,54,25,16,94,102,1728,2022-03-09
35,29,43,381,39,48,23,12,21,32,66,9,183,38,65,237,28,3,15,104,127,1538,2022-03-10
13,37,45,386,28,46,11,13,24,38,69,5,273,31,59,195,46,31,15,103,107,1575,2022-03-11
22,19,62,265,28,37,15,20,11,32,31,5,87,8,22,123,33,4,9,77,46,956,2022-03-12
5,0,4,67,5,0,3,0,0,0,3,0,10,1,5,7,6,14,0,4,7,141,2022-03-13
4,16,97,219,37,12,4,9,24,18,43,3,271,30,70,142,23,5,9,74,69,1179,2022-03-14
16,62,124,498,70,102,29,19,24,114,120,15,397,68,104,389,82,15,25,171,215,2659,2022-03-15
52,45,63,431,52,63,11,15,25,40,81,12,337,55,82,307,39,13,29,165,115,2032,2022-03-16
35,44,78,442,41,41,20,7,4,50,87,8,294,58,13,348,47,14,21,148,139,1939,2022-03-17
13,24,72,384,30,40,10,10,12,36,98,6,287,42,123,269,42,10,19,139,109,1775,2022-03-18
11,23,57,282,22,15,9,8,14,43,40,7,128,7,34,16,23,1,9,104,48,901,2022-03-19
1,1,3,67,8,1,1,0,2,0,5,0,16,0,2,166,4,4,0,6,5,292,2022-03-20
11,11,96,283,24,17,2,8,11,28,56,4,244,36,60,174,15,1,14,73,86,1254,2022-03-21
6,7,114,518,56,7,5,7,7,82,110,2,130,100,4,405,74,3,19,224,197,2077,2022-03-22
54,78,87,406,26,8,29,18,25,54,81,9,401,46,142,310,23,14,16,119,115,2061,2022-03-23
51,29,71,391,45,109,16,6,10,39,58,1,266,46,71,276,49,18,13,131,119,1815,2022-03-24
28,24,67,355,37,32,12,7,19,30,68,11,273,45,51,218,37,20,23,132,98,1587,2022-03-25
24,18,53,250,29,16,9,3,9,42,39,4,115,9,36,143,25,14,12,76,35,961,2022-03-26
2,1,2,62,8,0,1,1,1,1,4,0,25,1,5,7,3,10,1,3,5,143,2022-03-27
7,25,79,210,19,14,11,8,4,13,58,4,51,47,51,138,13,4,7,60,90,913,2022-03-28
19,48,70,524,76,57,24,11,18,93,116,4,299,71,75,332,70,11,31,186,159,2294,2022-03-29
56,31,76,466,39,49,17,13,17,43,84,5,229,57,57,264,37,14,22,95,96,1767,2022-03-30
46,22,40,342,39,38,13,12,14,41,76,12,211,32,43,219,30,15,14,88,95,1442,2022-03-31
21,34,42,315,35,36,11,10,13,38,56,9,194,38,33,215,25,20,11,62,85,1303,2022-04-01
19,15,50,219,15,20,7,8,11,27,39,5,96,8,23,113,24,1,17,45,47,809,2022-04-02
4,1,1,39,4,0,0,0,0,0,6,0,10,0,0,13,11,5,0,0,3,97,2022-04-03
8,22,64,147,6,13,7,7,8,22,44,1,176,42,34,124,18,8,7,25,52,835,2022-04-04
17,38,61,374,41,55,11,18,2,73,102,2,187,51,44,266,70,3,11,79,148,1653,2022-04-05
42,24,44,401,25,27,9,7,6,41,72,4,119,34,27,183,40,3,14,46,74,1242,2022-04-06
30,18,34,362,15,39,14,7,12,34,49,5,112,17,19,152,26,5,16,38,87,1091,2022-04-07
11,13,27,268,22,20,4,9,11,29,57,4,114,28,25,133,22,0,14,38,54,903,2022-04-08
14,4,25,164,10,17,6,5,5,19,20,4,50,5,11,75,22,1,1,27,30,515,2022-04-09
1,0,1,33,2,1,1,2,0,0,8,0,8,0,1,8,6,4,0,0,6,82,2022-04-10
10,8,47,174,6,10,6,4,3,10,43,5,108,9,24,84,13,44,7,31,53,699,2022-04-11
21,27,41,304,20,28,12,7,9,30,49,12,137,29,26,154,50,3,10,52,121,1142,2022-04-12
20,11,34,284,13,11,5,6,3,16,58,8,89,17,17,106,21,12,10,20,73,834,2022-04-13
16,17,30,190,8,15,4,4,4,17,27,6,92,11,18,91,26,8,3,14,67,668,2022-04-14
13,7,38,197,15,12,3,2,4,19,29,5,78,15,10,99,22,5,5,13,53,644,2022-04-15
7,5,21,126,5,9,1,4,0,16,22,3,33,3,10,46,20,2,1,19,29,382,2022-04-16
1,0,0,1,8,0,0,0,0,0,7,0,5,2,0,5,1,0,0,0,0,30,2022-04-17
3,3,7,22,7,0,0,1,0,5,10,0,15,0,0,24,5,6,0,3,5,116,2022-04-18
2,7,31,134,11,8,2,7,3,8,30,4,81,9,5,61,5,3,10,12,45,478,2022-04-19
28,33,58,338,19,26,13,6,6,43,66,13,133,32,50,172,54,15,20,60,116,1301,2022-04-20
19,22,37,243,14,15,7,7,1,28,38,10,106,25,11,142,25,12,8,14,55,839,2022-04-21
3,25,37,264,8,22,9,11,1,26,49,11,108,21,21,118,30,14,17,27,72,894,2022-04-22
7,11,23,153,26,13,2,7,4,30,22,14,49,2,18,95,25,1,6,16,36,560,2022-04-23
13,2,4,15,4,0,1,1,0,0,6,0,9,0,0,8,6,13,0,4,1,87,2022-04-24
9,13,31,159,17,6,6,8,4,43,42,19,111,19,20,91,11,14,10,16,55,704,2022-04-25
20,55,44,334,22,17,22,10,8,75,73,34,131,43,33,219,55,10,17,57,111,1390,2022-04-26
10,20,31,251,11,11,9,8,6,25,49,17,71,20,19,137,28,9,10,29,79,850,2022-04-27
12,20,27,264,13,16,6,9,6,44,36,14,72,20,21,166,40,7,11,28,64,896,2022-04-28
12,22,27,229,10,21,10,4,8,23,55,18,89,17,11,127,23,3,7,26,55,797,2022-04-29
3,11,29,134,6,10,5,5,0,28,35,7,51,6,15,73,29,8,10,26,32,523,2022-04-30
0,1,3,14,2,0,1,0,0,0,4,0,4,0,1,9,2,0,0,2,4,47,2022-05-01
9,9,42,133,7,15,2,4,4,7,40,7,72,21,18,84,15,1,8,9,42,549,2022-05-02
17,20,56,301,18,31,17,4,6,38,91,18,114,30,32,182,46,8,15,34,106,1184,2022-05-03
22,27,53,265,8,26,17,12,10,25,54,13,83,27,33,131,33,12,5,26,79,961,2022-05-04
12,23,32,249,9,16,8,9,1,24,37,12,81,11,25,105,20,16,12,10,66,778,2022-05-05
14,11,33,252,15,15,8,13,9,25,40,8,100,13,14,149,29,2,13,13,59,835,2022-05-06
6,5,26,128,4,8,5,2,6,16,25,4,36,2,19,62,14,3,1,8,26,406,2022-05-07
1,3,2,14,4,0,0,1,0,0,7,1,5,2,2,6,0,2,0,0,7,57,2022-05-08
