datum,pozitivne osobe,pozitivne osobe kumulativno,učinjeni testovi,učinjeni testovi kumulativno,hospitalizirani u zadnja 24 sata,ukupno hospitaliziranih,na respiratoru u zadnja 24 sata,ukupno na respiratoru,preminuli u bolnici,preminuli u bolnici kumulativno,izvor
15/04/2020,38,1779.0,1422,25981.0,8.0,341.0,0.0,31.0,3.0,31.0,hzjz
16/04/2020,34,1813.0,1475,27456.0,22.0,372.0,1.0,31.0,2.0,33.0,hzjz
17/04/2020,12,1825.0,1304,28760.0,28.0,372.0,1.0,30.0,1.0,35.0,hzjz
18/04/2020,34,1859.0,1563,30323.0,4.0,361.0,0.0,27.0,2.0,37.0,hzjz
19/04/2020,23,1882.0,1014,31337.0,10.0,331.0,3.0,24.0,8.0,45.0,hzjz
20/04/2020,18,1900.0,1249,32586.0,9.0,324.0,0.0,18.0,1.0,46.0,hzjz
21/04/2020,28,1928.0,1646,34232.0,10.0,317.0,4.0,18.0,1.0,47.0,hzjz
22/04/2020,53,1981.0,1624,35856.0,22.0,314.0,3.0,19.0,0.0,47.0,hzjz
23/04/2020,19,2000.0,1625,37481.0,23.0,321.0,3.0,19.0,2.0,49.0,hzjz
24/04/2020,15,2015.0,1492,38973.0,24.0,325.0,4.0,21.0,1.0,50.0,hzjz
25/04/2020,14,2029.0,660,39633.0,7.0,316.0,2.0,21.0,3.0,53.0,hzjz
26/04/2020,11,2040.0,681,40314.0,7.0,314.0,2.0,23.0,0.0,53.0,hzjz
27/04/2020,3,2043.0,1533,41847.0,2.0,303.0,0.0,21.0,5.0,58.0,hzjz
28/04/2020,12,2055.0,1497,43344.0,6.0,287.0,3.0,21.0,4.0,62.0,hzjz
29/04/2020,19,2074.0,1636,44980.0,3.0,269.0,1.0,19.0,4.0,66.0,hzjz
30/04/2020,11,2085.0,1538,46518.0,4.0,261.0,2.0,20.0,2.0,68.0,hzjz
01/05/2020,3,2088.0,640,47158.0,6.0,245.0,0.0,17.0,6.0,74.0,hzjz
02/05/2020,7,2095.0,1181,48339.0,3.0,239.0,2.0,17.0,2.0,76.0,hzjz
03/05/2020,8,2103.0,897,49236.0,0.0,231.0,0.0,15.0,2.0,78.0,hzjz
04/05/2020,9,2112.0,1405,50641.0,2.0,228.0,1.0,15.0,1.0,79.0,hzjz
05/05/2020,7,2119.0,1844,52485.0,5.0,217.0,1.0,14.0,3.0,82.0,hzjz
06/05/2020,8,2127.0,1565,54050.0,4.0,206.0,1.0,14.0,2.0,84.0,hzjz
07/05/2020,22,2149.0,1556,55606.0,3.0,195.0,0.0,13.0,1.0,85.0,hzjz
08/05/2020,24,2173.0,1565,57171.0,11.0,184.0,1.0,13.0,0.0,85.0,hzjz
09/05/2020,10,2183.0,1395,58566.0,13.0,181.0,1.0,13.0,1.0,86.0,hzjz
10/05/2020,14,2197.0,1030,59596.0,2.0,169.0,0.0,13.0,3.0,89.0,hzjz
11/05/2020,8,2205.0,1760,61356.0,2.0,160.0,0.0,12.0,1.0,90.0,hzjz
12/05/2020,8,2213.0,1875,63231.0,5.0,159.0,0.0,11.0,0.0,90.0,hzjz
13/05/2020,5,2218.0,1876,65107.0,2.0,150.0,2.0,9.0,3.0,93.0,hzjz
14/05/2020,5,2223.0,1390,66497.0,3.0,146.0,0.0,7.0,0.0,93.0,hzjz
15/05/2020,1,2224.0,1807,68304.0,2.0,142.0,1.0,8.0,1.0,94.0,hzjz
16/05/2020,3,2227.0,1363,69667.0,0.0,137.0,1.0,9.0,0.0,94.0,hzjz
17/05/2020,1,2228.0,964,70631.0,1.0,130.0,2.0,10.0,0.0,94.0,hzjz
18/05/2020,1,2229.0,1984,72615.0,1.0,122.0,0.0,10.0,0.0,94.0,hzjz
19/05/2020,6,2235.0,1586,74201.0,6.0,120.0,2.0,10.0,1.0,95.0,hzjz
20/05/2020,3,2238.0,1577,75778.0,2.0,117.0,0.0,9.0,0.0,95.0,hzjz
21/05/2020,6,2244.0,1393,77171.0,2.0,117.0,0.0,9.0,0.0,95.0,hzjz
22/05/2020,0,2244.0,1198,78369.0,4.0,102.0,0.0,5.0,2.0,97.0,hzjz
23/05/2020,0,2244.0,1094,79463.0,0.0,84.0,1.0,6.0,0.0,97.0,hzjz
24/05/2020,1,2245.0,891,80354.0,0.0,81.0,0.0,6.0,0.0,97.0,hzjz
25/05/2020,0,2245.0,1316,81670.0,0.0,78.0,0.0,6.0,0.0,97.0,hzjz
26/05/2020,0,2245.0,1282,82952.0,0.0,42.0,0.0,5.0,2.0,99.0,hzjz
27/05/2020,1,2246.0,777,83729.0,0.0,38.0,1.0,6.0,0.0,99.0,hzjz
28/05/2020,0,2246.0,615,84344.0,0.0,34.0,0.0,6.0,0.0,99.0,hzjz
29/05/2020,1,2247.0,703,85047.0,0.0,28.0,0.0,4.0,2.0,101.0,hzjz
30/05/2020,0,2247.0,356,85403.0,1.0,27.0,0.0,4.0,0.0,101.0,hzjz
31/05/2020,0,2247.0,317,85720.0,0.0,23.0,0.0,4.0,0.0,101.0,hzjz
01/06/2020,0,2247.0,625,86345.0,0.0,22.0,0.0,4.0,0.0,101.0,hzjz
02/06/2020,0,2247.0,626,86971.0,0.0,17.0,0.0,4.0,0.0,101.0,hzjz
03/06/2020,0,2247.0,462,87433.0,0.0,17.0,0.0,4.0,0.0,101.0,hzjz
04/06/2020,1,2248.0,394,87827.0,0.0,15.0,0.0,3.0,0.0,101.0,hzjz
05/06/2020,0,2248.0,407,88234.0,0.0,12.0,0.0,3.0,0.0,101.0,hzjz
06/06/2020,0,2248.0,181,88415.0,0.0,10.0,0.0,1.0,1.0,102.0,hzjz
07/06/2020,0,2248.0,102,88517.0,0.0,10.0,0.0,2.0,0.0,102.0,hzjz
08/06/2020,0,2248.0,450,88967.0,0.0,10.0,0.0,2.0,0.0,102.0,hzjz
09/06/2020,1,2249.0,383,89350.0,0.0,6.0,0.0,0.0,2.0,104.0,hzjz
10/06/2020,1,2250.0,371,89721.0,1.0,7.0,0.0,0.0,0.0,104.0,hzjz
11/06/2020,0,2250.0,146,89867.0,1.0,7.0,0.0,0.0,0.0,104.0,hzjz
12/06/2020,2,2252.0,449,90316.0,0.0,6.0,0.0,0.0,1.0,105.0,hzjz
13/06/2020,1,2253.0,210,90526.0,0.0,6.0,0.0,0.0,0.0,105.0,hzjz
14/06/2020,0,2253.0,121,90647.0,1.0,7.0,0.0,0.0,0.0,105.0,hzjz
15/06/2020,3,2256.0,447,91094.0,0.0,7.0,0.0,0.0,0.0,105.0,hzjz
16/06/2020,3,2259.0,325,91419.0,0.0,4.0,0.0,0.0,0.0,105.0,hzjz
17/06/2020,7,2266.0,401,91820.0,1.0,5.0,0.0,0.0,0.0,105.0,hzjz
18/06/2020,10,2276.0,447,92267.0,4.0,9.0,0.0,0.0,0.0,105.0,hzjz
19/06/2020,17,2293.0,590,92857.0,0.0,8.0,0.0,0.0,0.0,105.0,hzjz
20/06/2020,20,2313.0,362,93219.0,0.0,8.0,0.0,0.0,0.0,105.0,hzjz
21/06/2020,16,2329.0,338,93557.0,1.0,9.0,0.0,0.0,0.0,105.0,hzjz
22/06/2020,32,2361.0,428,93985.0,1.0,9.0,0.0,0.0,0.0,105.0,hzjz
23/06/2020,24,2385.0,929,94914.0,8.0,16.0,0.0,0.0,0.0,105.0,hzjz
24/06/2020,71,2456.0,1084,95998.0,4.0,18.0,0.0,0.0,0.0,105.0,hzjz
25/06/2020,53,2509.0,1017,97015.0,10.0,42.0,0.0,0.0,0.0,105.0,hzjz
26/06/2020,76,2585.0,1535,98550.0,16.0,51.0,0.0,0.0,0.0,105.0,hzjz
27/06/2020,94,2679.0,822,99372.0,6.0,54.0,0.0,0.0,0.0,105.0,hzjz
28/06/2020,50,2729.0,612,99984.0,12.0,60.0,0.0,0.0,0.0,105.0,hzjz
29/06/2020,32,2761.0,1430,101414.0,5.0,65.0,1.0,1.0,0.0,106.0,hzjz
30/06/2020,56,2817.0,1521,102935.0,12.0,75.0,1.0,2.0,0.0,106.0,hzjz
01/07/2020,77,2894.0,1450,104385.0,9.0,80.0,0.0,2.0,1.0,107.0,hzjz
02/07/2020,95,2989.0,1524,105909.0,11.0,84.0,1.0,3.0,2.0,109.0,hzjz
03/07/2020,92,3081.0,1756,107665.0,9.0,88.0,1.0,4.0,2.0,111.0,hzjz
04/07/2020,68,3149.0,1273,108938.0,8.0,85.0,0.0,3.0,1.0,112.0,hzjz
05/07/2020,63,3212.0,662,109600.0,13.0,93.0,1.0,4.0,0.0,112.0,hzjz
06/07/2020,49,3261.0,2017,111617.0,9.0,90.0,1.0,5.0,0.0,112.0,hzjz
07/07/2020,60,3321.0,1771,113388.0,5.0,89.0,0.0,5.0,0.0,112.0,hzjz
08/07/2020,67,3388.0,2227,115615.0,8.0,91.0,0.0,4.0,1.0,113.0,hzjz
09/07/2020,119,3507.0,1787,117402.0,20.0,100.0,0.0,3.0,1.0,114.0,hzjz
10/07/2020,163,3670.0,1774,119176.0,13.0,104.0,1.0,4.0,2.0,116.0,hzjz
11/07/2020,73,3743.0,1486,120662.0,26.0,124.0,1.0,3.0,1.0,117.0,hzjz
12/07/2020,73,3816.0,865,121527.0,14.0,132.0,0.0,3.0,1.0,118.0,hzjz
13/07/2020,57,3873.0,2251,123778.0,17.0,132.0,1.0,4.0,0.0,118.0,hzjz
14/07/2020,82,3955.0,2587,126365.0,8.0,129.0,1.0,5.0,1.0,119.0,hzjz
15/07/2020,70,4025.0,2215,128580.0,8.0,132.0,2.0,5.0,0.0,119.0,hzjz
16/07/2020,79,4104.0,1943,130523.0,16.0,136.0,1.0,6.0,0.0,119.0,hzjz
17/07/2020,139,4243.0,2045,132568.0,15.0,137.0,1.0,7.0,0.0,119.0,hzjz
18/07/2020,101,4344.0,1543,134111.0,16.0,139.0,3.0,8.0,0.0,119.0,hzjz
19/07/2020,25,4369.0,920,135031.0,20.0,153.0,1.0,9.0,0.0,119.0,hzjz
20/07/2020,38,4407.0,2406,137437.0,7.0,147.0,0.0,9.0,2.0,121.0,hzjz
21/07/2020,99,4506.0,2235,139672.0,11.0,138.0,2.0,9.0,1.0,122.0,hzjz
22/07/2020,79,4585.0,2247,141919.0,19.0,143.0,1.0,9.0,2.0,124.0,hzjz
23/07/2020,92,4677.0,1830,143749.0,11.0,132.0,0.0,7.0,3.0,127.0,hzjz
24/07/2020,96,4773.0,2404,146153.0,12.0,139.0,3.0,9.0,0.0,127.0,hzjz
25/07/2020,77,4850.0,1561,147714.0,8.0,134.0,2.0,9.0,5.0,132.0,hzjz
26/07/2020,26,4876.0,774,148488.0,14.0,142.0,1.0,9.0,2.0,134.0,hzjz
27/07/2020,37,4913.0,2353,150841.0,4.0,138.0,0.0,9.0,4.0,138.0,hzjz
28/07/2020,69,4982.0,1988,152829.0,10.0,133.0,1.0,9.0,1.0,139.0,hzjz
29/07/2020,85,5067.0,2171,155000.0,11.0,132.0,0.0,8.0,1.0,140.0,hzjz
30/07/2020,58,5125.0,1886,156886.0,10.0,130.0,0.0,6.0,3.0,143.0,hzjz
31/07/2020,64,5189.0,2178,159064.0,9.0,125.0,0.0,6.0,1.0,144.0,hzjz
01/08/2020,75,5264.0,1885,160949.0,18.0,127.0,3.0,9.0,0.0,144.0,hzjz
02/08/2020,33,5297.0,758,161707.0,14.0,131.0,1.0,6.0,4.0,148.0,hzjz
03/08/2020,19,5316.0,1975,163682.0,5.0,130.0,0.0,6.0,4.0,152.0,hzjz
04/08/2020,63,5379.0,1852,165534.0,7.0,117.0,1.0,7.0,1.0,153.0,hzjz
05/08/2020,25,5404.0,767,166301.0,6.0,111.0,0.0,7.0,0.0,153.0,hzjz
06/08/2020,54,5458.0,1736,168037.0,9.0,110.0,1.0,7.0,1.0,154.0,hzjz
07/08/2020,70,5528.0,1998,170035.0,20.0,122.0,0.0,7.0,0.0,154.0,hzjz
08/08/2020,79,5607.0,1398,171433.0,11.0,120.0,1.0,8.0,2.0,156.0,hzjz
09/08/2020,27,5634.0,693,172126.0,6.0,121.0,0.0,8.0,0.0,156.0,hzjz
10/08/2020,84,5718.0,2336,174462.0,8.0,124.0,0.0,8.0,1.0,157.0,hzjz
11/08/2020,128,5846.0,1920,176382.0,5.0,115.0,0.0,5.0,2.0,159.0,hzjz
12/08/2020,132,5978.0,2057,178439.0,7.0,117.0,3.0,8.0,0.0,159.0,hzjz
13/08/2020,229,6207.0,1847,180286.0,8.0,115.0,2.0,10.0,1.0,160.0,hzjz
14/08/2020,179,6386.0,2873,183159.0,7.0,106.0,1.0,10.0,2.0,162.0,hzjz
15/08/2020,156,6542.0,1703,184862.0,22.0,118.0,2.0,11.0,2.0,164.0,hzjz
16/08/2020,105,6647.0,1033,185895.0,13.0,126.0,1.0,11.0,1.0,165.0,hzjz
17/08/2020,147,6794.0,3495,189390.0,4.0,126.0,0.0,11.0,0.0,165.0,hzjz
18/08/2020,245,7039.0,3353,192743.0,12.0,120.0,2.0,11.0,0.0,165.0,hzjz
19/08/2020,255,7294.0,3257,196000.0,19.0,122.0,1.0,11.0,2.0,167.0,hzjz
20/08/2020,279,7573.0,3137,199137.0,11.0,127.0,2.0,13.0,0.0,167.0,hzjz
21/08/2020,282,7855.0,3637,202774.0,11.0,135.0,0.0,12.0,1.0,168.0,hzjz
22/08/2020,262,8117.0,2694,205468.0,17.0,143.0,3.0,12.0,1.0,169.0,hzjz
23/08/2020,181,8298.0,1499,206967.0,24.0,155.0,1.0,12.0,1.0,170.0,hzjz
24/08/2020,201,8499.0,3725,210692.0,16.0,163.0,0.0,12.0,2.0,172.0,hzjz
25/08/2020,359,8858.0,3966,214658.0,25.0,167.0,1.0,9.0,2.0,174.0,hzjz
26/08/2020,306,9164.0,4836,219494.0,26.0,174.0,2.0,10.0,0.0,174.0,hzjz
27/08/2020,336,9500.0,5090,224584.0,37.0,194.0,3.0,13.0,2.0,176.0,hzjz
28/08/2020,329,9829.0,4910,229494.0,33.0,212.0,1.0,11.0,3.0,179.0,hzjz
29/08/2020,325,10154.0,3605,233099.0,24.0,211.0,1.0,12.0,3.0,182.0,hzjz
30/08/2020,95,10249.0,1562,234661.0,28.0,229.0,1.0,13.0,1.0,183.0,hzjz
31/08/2020,191,10440.0,4469,239130.0,28.0,251.0,4.0,14.0,2.0,185.0,hzjz
01/09/2020,274,10714.0,5053,244183.0,31.0,258.0,1.0,14.0,1.0,186.0,hzjz
02/09/2020,355,11069.0,4750,248933.0,33.0,258.0,4.0,15.0,4.0,190.0,hzjz
03/09/2020,360,11429.0,4393,253326.0,33.0,269.0,1.0,15.0,3.0,193.0,hzjz
04/09/2020,316,11745.0,4641,257967.0,41.0,283.0,1.0,15.0,1.0,194.0,hzjz
05/09/2020,221,11966.0,3980,261947.0,41.0,285.0,5.0,19.0,2.0,196.0,hzjz
06/09/2020,111,12077.0,1887,263834.0,27.0,296.0,4.0,21.0,1.0,197.0,hzjz
07/09/2020,190,12267.0,5104,268938.0,24.0,307.0,2.0,19.0,3.0,200.0,hzjz
08/09/2020,318,12585.0,4765,273703.0,35.0,303.0,4.0,23.0,2.0,202.0,hzjz
09/09/2020,280,12865.0,4503,278206.0,33.0,299.0,2.0,24.0,3.0,205.0,hzjz
10/09/2020,222,13087.0,3994,282200.0,42.0,320.0,5.0,27.0,2.0,207.0,hzjz
11/09/2020,244,13331.0,4859,287059.0,31.0,327.0,1.0,26.0,3.0,210.0,hzjz
12/09/2020,191,13522.0,4230,291289.0,36.0,313.0,2.0,24.0,7.0,217.0,hzjz
13/09/2020,80,13602.0,1967,293256.0,18.0,309.0,1.0,22.0,6.0,223.0,hzjz
14/09/2020,142,13744.0,5274,298530.0,17.0,310.0,1.0,22.0,3.0,226.0,hzjz
15/09/2020,274,14018.0,5966,304496.0,20.0,299.0,2.0,22.0,3.0,229.0,hzjz
16/09/2020,230,14248.0,4970,309466.0,30.0,293.0,2.0,20.0,6.0,235.0,hzjz
17/09/2020,242,14490.0,4736,314202.0,34.0,300.0,6.0,24.0,2.0,237.0,hzjz
18/09/2020,226,14716.0,5067,319269.0,17.0,280.0,3.0,21.0,6.0,243.0,hzjz
19/09/2020,196,14912.0,3879,323148.0,35.0,288.0,2.0,24.0,0.0,243.0,hzjz
20/09/2020,78,14990.0,2082,325230.0,18.0,281.0,0.0,21.0,4.0,247.0,hzjz
21/09/2020,145,15135.0,5564,330794.0,30.0,297.0,5.0,24.0,5.0,252.0,hzjz
22/09/2020,192,15327.0,5029,335823.0,28.0,278.0,2.0,24.0,2.0,254.0,hzjz
23/09/2020,217,15544.0,4873,340696.0,34.0,278.0,4.0,27.0,2.0,256.0,hzjz
24/09/2020,233,15777.0,4081,344777.0,23.0,266.0,1.0,24.0,4.0,260.0,hzjz
25/09/2020,216,15993.0,4465,349242.0,31.0,273.0,2.0,22.0,5.0,265.0,hzjz
26/09/2020,176,16169.0,3864,353106.0,37.0,271.0,4.0,25.0,3.0,268.0,hzjz
27/09/2020,69,16238.0,1773,354879.0,22.0,280.0,2.0,23.0,3.0,271.0,hzjz
28/09/2020,125,16363.0,5471,360350.0,16.0,291.0,1.0,24.0,0.0,271.0,hzjz
29/09/2020,195,16558.0,4777,365127.0,34.0,274.0,3.0,26.0,3.0,274.0,hzjz
30/09/2020,234,16792.0,4871,369998.0,37.0,288.0,1.0,23.0,5.0,279.0,hzjz
01/10/2020,325,17117.0,4008,374006.0,31.0,297.0,3.0,26.0,4.0,283.0,hzjz
02/10/2020,261,17378.0,4884,378890.0,40.0,286.0,2.0,23.0,7.0,290.0,hzjz
03/10/2020,244,17622.0,3618,382508.0,41.0,289.0,2.0,23.0,2.0,292.0,hzjz
04/10/2020,161,17783.0,1827,384335.0,33.0,296.0,5.0,25.0,5.0,297.0,hzjz
05/10/2020,264,18047.0,5872,390207.0,45.0,326.0,3.0,24.0,2.0,299.0,hzjz
06/10/2020,368,18415.0,5334,395541.0,52.0,334.0,1.0,24.0,4.0,303.0,hzjz
07/10/2020,451,18866.0,5511,401052.0,52.0,344.0,4.0,26.0,5.0,308.0,hzjz
08/10/2020,502,19368.0,4112,405164.0,49.0,361.0,2.0,27.0,1.0,309.0,hzjz
